@PG,,,ID:bwa,PN:bwa,,VN:0.7.17-r1188,CL:bwa,mem,#NAME?,10,/cluster/project/gdc/shared/p298/Rishi/PostPhaseScaffoldingGenomes/WF_Canu.chr.fasta,/cluster/project/gdc/shared/p298/Rishi/LinkageMap/SpeciesAveragedMap.fasta,,,,,,
consensus_50458,SA26,31.36,0,PGA,scaffold33,20994690,60,x,x,x,x,x,x,x,x,x,x,x
consensus_27676,SA26,32.35,0,PGA,scaffold33,20089457,60,x,x,x,x,x,x,x,x,x,x,x
consensus_26540,SA26,33.66,0,PGA,scaffold33,17924768,60,x,x,x,x,x,x,x,x,x,x,x
consensus_6780,SA26,34.31,16,PGA,scaffold33,16815517,60,x,x,x,x,x,x,x,x,x,x,x
consensus_48336,SA26,34.97,0,PGA,scaffold33,15483304,60,x,x,x,x,x,x,x,x,x,x,x
consensus_45425,SA26,34.97,0,PGA,scaffold33,15483390,60,x,x,x,x,x,x,x,x,x,x,x
consensus_36774,SA26,35.95,16,PGA,scaffold33,13498619,59,x,x,x,x,x,x,x,x,x,x,x
consensus_49970,SA26,36.6,16,PGA,scaffold33,13156115,60,x,x,x,x,x,x,x,x,x,x,x
consensus_58792,SA26,36.6,16,PGA,scaffold33,13138102,60,x,x,x,x,x,x,x,x,x,x,x
consensus_37825,SA26,36.6,16,PGA,scaffold33,13238603,60,x,x,x,x,x,x,x,x,x,x,x
consensus_8641,SA26,36.93,16,PGA,scaffold33,13156029,60,x,x,x,x,x,x,x,x,x,x,x
consensus_52570,SA26,37.25,16,PGA,scaffold33,9263289,60,x,x,x,x,x,x,x,x,x,x,x
consensus_39330,SA26,37.25,16,PGA,scaffold33,10611359,60,x,x,x,x,x,x,x,x,x,x,x
consensus_36952,SA26,37.25,16,PGA,scaffold33,10653266,60,x,x,x,x,x,x,x,x,x,x,x
consensus_37568,SA26,38.89,16,PGA,scaffold33,3553130,60,x,x,x,x,x,x,x,x,x,x,x
consensus_34152,SA26,39.54,16,PGA,scaffold33,8145778,60,x,x,x,x,x,x,x,x,x,x,x
consensus_43811,SA26,39.87,16,PGA,scaffold33,10532565,60,x,x,x,x,x,x,x,x,x,x,x
consensus_38675,SA26,40.85,16,PGA,scaffold33,7388195,60,x,x,x,x,x,x,x,x,x,x,x
consensus_6865,SA26,41.5,0,PGA,scaffold33,8549330,60,x,x,x,x,x,x,x,x,x,x,x
consensus_56730,SA26,41.5,16,PGA,scaffold33,8390797,60,x,x,x,x,x,x,x,x,x,x,x
consensus_44501,SA26,41.5,16,PGA,scaffold33,7735650,60,x,x,x,x,x,x,x,x,x,x,x
consensus_1506,SA26,41.5,16,PGA,scaffold33,7393080,48,x,x,x,x,x,x,x,x,x,x,x
consensus_6110,SA26,41.5,16,PGA,scaffold33,7406687,60,x,x,x,x,x,x,x,x,x,x,x
consensus_36750,SA26,42.82,0,PGA,scaffold33,8617048,60,x,x,x,x,x,x,x,x,x,x,x
consensus_36683,SA26,42.82,0,PGA,scaffold31,390079,60,x,x,x,x,x,x,x,x,x,x,x
consensus_58783,SA26,43.15,16,PGA,scaffold33,6782698,60,x,x,x,x,x,x,x,x,x,x,x
consensus_15832,SA26,44.13,16,PGA,scaffold33,6781841,60,x,x,x,x,x,x,x,x,x,x,x
consensus_8270,SA26,51.08,16,PGA,scaffold33,8390883,60,x,x,x,x,x,x,x,x,x,x,x
consensus_33200,SA26,51.08,16,PGA,scaffold33,3896727,60,x,x,x,x,x,x,x,x,x,x,x
consensus_50982,SA26,55.85,16,PGA,scaffold25,25347568,60,x,x,x,x,x,x,x,x,x,x,x
consensus_26476,SA26,55.85,16,PGA,scaffold25,25386888,41,x,x,x,x,x,x,x,x,x,x,x
consensus_20985,SA26,60.97,16,PGA,scaffold33,3556509,60,x,x,x,x,x,x,x,x,x,x,x
consensus_34319,SA26,63.28,0,PGA,scaffold33,1149869,60,x,x,x,x,x,x,x,x,x,x,x
consensus_44945,SA27,2.67,16,PGA,scaffold36,34005565,60,x,x,x,x,x,x,x,x,x,x,x
consensus_758,SA27,4.99,16,PGA,scaffold36,33953555,60,x,x,x,x,x,x,x,x,x,x,x
consensus_26883,SA27,5.32,0,PGA,scaffold36,1984487,60,x,x,x,x,x,x,x,x,x,x,x
consensus_33320,SA27,6.3,16,PGA,scaffold36,33275499,60,x,x,x,x,x,x,x,x,x,x,x
consensus_39415,SA27,6.96,0,PGA,scaffold36,28336196,60,x,x,x,x,x,x,x,x,x,x,x
consensus_11091,SA27,7.61,0,PGA,scaffold36,33958193,60,x,x,x,x,x,x,x,x,x,x,x
consensus_13468,SA27,8.59,16,PGA,scaffold36,21186478,60,x,x,x,x,x,x,x,x,x,x,x
consensus_76316,SA27,8.91,16,PGA,scaffold36,27633268,60,x,x,x,x,x,x,x,x,x,x,x
consensus_13836,SA27,9.57,16,PGA,scaffold36,28575959,60,x,x,x,x,x,x,x,x,x,x,x
consensus_4206,SA27,9.57,16,PGA,scaffold36,28487320,60,x,x,x,x,x,x,x,x,x,x,x
consensus_46714,SA27,9.57,16,PGA,scaffold36,31532270,60,x,x,x,x,x,x,x,x,x,x,x
consensus_8278,SA27,9.57,16,PGA,scaffold36,27615127,60,x,x,x,x,x,x,x,x,x,x,x
consensus_38155,SA27,9.57,16,PGA,scaffold36,20469565,60,x,x,x,x,x,x,x,x,x,x,x
consensus_25339,SA27,10.22,0,PGA,scaffold36,1329644,60,x,x,x,x,x,x,x,x,x,x,x
consensus_549,SA27,10.22,16,PGA,scaffold36,24977418,60,x,x,x,x,x,x,x,x,x,x,x
consensus_13741,SA27,10.22,16,PGA,scaffold36,22276515,60,x,x,x,x,x,x,x,x,x,x,x
consensus_3558,SA27,10.55,16,PGA,scaffold36,31390700,60,x,x,x,x,x,x,x,x,x,x,x
consensus_971,SA27,11.52,0,PGA,scaffold36,31632485,60,x,x,x,x,x,x,x,x,x,x,x
consensus_33682,SA27,11.52,16,PGA,scaffold36,29395833,60,x,x,x,x,x,x,x,x,x,x,x
consensus_57514,SA27,12.18,16,PGA,scaffold36,27859017,60,x,x,x,x,x,x,x,x,x,x,x
consensus_28044,SA27,12.5,16,PGA,scaffold36,15472146,60,x,x,x,x,x,x,x,x,x,x,x
consensus_40057,SA27,14.49,16,PGA,scaffold36,27072955,60,x,x,x,x,x,x,x,x,x,x,x
consensus_15207,SA27,14.49,16,PGA,scaffold36,27072869,60,x,x,x,x,x,x,x,x,x,x,x
consensus_2866,SA27,14.49,16,PGA,scaffold36,27078444,60,x,x,x,x,x,x,x,x,x,x,x
consensus_39585,SA27,16.48,16,PGA,scaffold36,26079311,60,x,x,x,x,x,x,x,x,x,x,x
consensus_62849,SA27,16.8,0,PGA,scaffold36,25778712,60,x,x,x,x,x,x,x,x,x,x,x
consensus_39456,SA27,18.12,0,PGA,scaffold36,25251470,60,x,x,x,x,x,x,x,x,x,x,x
consensus_1308,SA27,18.77,16,PGA,scaffold36,25046750,60,x,x,x,x,x,x,x,x,x,x,x
consensus_8695,SA27,19.76,16,PGA,scaffold36,24971437,60,x,x,x,x,x,x,x,x,x,x,x
consensus_29457,SA27,19.76,16,PGA,scaffold36,24971351,60,x,x,x,x,x,x,x,x,x,x,x
consensus_4557,SA27,20.41,0,PGA,scaffold36,23816475,60,x,x,x,x,x,x,x,x,x,x,x
consensus_13309,SA27,20.41,16,PGA,scaffold36,24688466,33,x,x,x,x,x,x,x,x,x,x,x
consensus_27593,SA27,22.04,16,PGA,scaffold36,23451406,38,x,x,x,x,x,x,x,x,x,x,x
consensus_26999,SA27,22.37,16,PGA,scaffold36,23314617,60,x,x,x,x,x,x,x,x,x,x,x
consensus_42872,SA27,22.69,16,PGA,scaffold36,22113282,60,x,x,x,x,x,x,x,x,x,x,x
consensus_18636,SA27,22.69,0,PGA,scaffold36,23343628,38,x,x,x,x,x,x,x,x,x,x,x
consensus_34397,SA27,22.69,16,PGA,scaffold36,22587224,54,x,x,x,x,x,x,x,x,x,x,x
consensus_14737,SA27,23.02,16,PGA,scaffold36,6643776,60,x,x,x,x,x,x,x,x,x,x,x
consensus_38052,SA27,23.02,16,PGA,scaffold36,22926601,60,x,x,x,x,x,x,x,x,x,x,x
consensus_29613,SA27,23.67,16,PGA,scaffold36,22264460,60,x,x,x,x,x,x,x,x,x,x,x
consensus_62048,SA27,24,0,PGA,scaffold36,14636789,60,x,x,x,x,x,x,x,x,x,x,x
consensus_38765,SA27,24,16,PGA,scaffold36,21543906,60,x,x,x,x,x,x,x,x,x,x,x
consensus_45684,SA27,24,16,PGA,scaffold36,21915823,60,x,x,x,x,x,x,x,x,x,x,x
consensus_34559,SA27,24,16,PGA,scaffold36,21206512,60,x,x,x,x,x,x,x,x,x,x,x
consensus_20201,SA27,24.98,16,PGA,scaffold36,20592623,60,x,x,x,x,x,x,x,x,x,x,x
consensus_2785,SA27,25.64,16,PGA,scaffold36,20098188,60,x,x,x,x,x,x,x,x,x,x,x
consensus_26923,SA27,25.64,16,PGA,scaffold36,20127170,60,x,x,x,x,x,x,x,x,x,x,x
consensus_29878,SA27,27.29,16,PGA,scaffold36,18685752,60,x,x,x,x,x,x,x,x,x,x,x
consensus_6714,SA27,27.29,16,PGA,scaffold36,18685838,60,x,x,x,x,x,x,x,x,x,x,x
consensus_36623,SA27,27.29,0,PGA,scaffold36,19230171,60,x,x,x,x,x,x,x,x,x,x,x
consensus_7516,SA27,27.61,16,PGA,scaffold36,17540462,60,x,x,x,x,x,x,x,x,x,x,x
consensus_932,SA27,29.92,16,PGA,scaffold36,14374396,60,x,x,x,x,x,x,x,x,x,x,x
consensus_27402,SA27,30.25,0,Contig,17900.033432F,3671,60,x,x,x,x,x,x,x,x,x,x,x
consensus_30676,SA27,30.25,16,PGA,scaffold36,15666257,60,x,x,x,x,x,x,x,x,x,x,x
consensus_48735,SA27,30.58,16,PGA,scaffold36,14868044,60,x,x,x,x,x,x,x,x,x,x,x
consensus_37287,SA27,30.9,16,PGA,scaffold36,14696577,60,x,x,x,x,x,x,x,x,x,x,x
consensus_13228,SA27,30.9,16,PGA,scaffold36,14374482,60,x,x,x,x,x,x,x,x,x,x,x
consensus_45030,SA27,31.23,16,PGA,scaffold36,21543346,60,x,x,x,x,x,x,x,x,x,x,x
consensus_27581,SA27,31.23,16,PGA,scaffold36,12396005,60,x,x,x,x,x,x,x,x,x,x,x
consensus_31299,SA27,31.55,16,PGA,scaffold36,12446760,60,x,x,x,x,x,x,x,x,x,x,x
consensus_18004,SA27,32.21,0,PGA,scaffold36,10934251,60,x,x,x,x,x,x,x,x,x,x,x
consensus_46335,SA27,32.21,16,PGA,scaffold36,7869139,60,x,x,x,x,x,x,x,x,x,x,x
consensus_27828,SA27,32.53,16,PGA,scaffold36,28187127,60,x,x,x,x,x,x,x,x,x,x,x
consensus_38049,SA27,33.18,0,PGA,scaffold36,10891072,60,x,x,x,x,x,x,x,x,x,x,x
consensus_40205,SA27,33.51,16,PGA,scaffold36,7309417,60,x,x,x,x,x,x,x,x,x,x,x
consensus_66724,SA27,34.16,0,PGA,scaffold2,62437169,60,x,x,x,x,x,x,x,x,x,x,x
consensus_42622,SA27,35.8,16,PGA,scaffold36,24688552,60,x,x,x,x,x,x,x,x,x,x,x
consensus_50540,SA27,37.44,16,Contig,12705.012863F,33385,60,x,x,x,x,x,x,x,x,x,x,x
consensus_48318,SA27,37.77,16,PGA,scaffold2,95656059,45,x,x,x,x,x,x,x,x,x,x,x
consensus_26780,SA27,38.09,0,PGA,scaffold2,95655973,60,x,x,x,x,x,x,x,x,x,x,x
consensus_41544,SA27,39.4,16,PGA,scaffold36,19733984,60,x,x,x,x,x,x,x,x,x,x,x
consensus_39943,SA27,40.38,16,PGA,scaffold2,100632470,60,x,x,x,x,x,x,x,x,x,x,x
consensus_5435,SA27,40.38,16,PGA,scaffold36,30822744,60,x,x,x,x,x,x,x,x,x,x,x
consensus_995,SA27,40.71,16,PGA,scaffold36,23451320,60,x,x,x,x,x,x,x,x,x,x,x
consensus_31168,SA27,41.03,16,PGA,scaffold36,34170002,60,x,x,x,x,x,x,x,x,x,x,x
consensus_42766,SA27,41.36,16,PGA,scaffold36,23145250,60,x,x,x,x,x,x,x,x,x,x,x
consensus_873,SA27,41.36,16,PGA,scaffold36,25246788,60,x,x,x,x,x,x,x,x,x,x,x
consensus_8115,SA27,42.34,16,PGA,scaffold36,7326471,60,x,x,x,x,x,x,x,x,x,x,x
consensus_9205,SA27,42.67,16,PGA,scaffold36,24711652,60,x,x,x,x,x,x,x,x,x,x,x
consensus_34487,SA27,46.03,16,PGA,scaffold36,19867396,60,x,x,x,x,x,x,x,x,x,x,x
consensus_3310,SA28,0,0,PGA,scaffold18,35434920,60,x,x,x,x,x,x,x,x,x,x,x
consensus_8124,SA28,2.33,16,PGA,scaffold18,34184980,60,x,x,x,x,x,x,x,x,x,x,x
consensus_29355,SA28,2.98,16,PGA,scaffold18,31281233,48,x,x,x,x,x,x,x,x,x,x,x
consensus_47590,SA28,4.29,16,PGA,scaffold18,44316679,60,x,x,x,x,x,x,x,x,x,x,x
consensus_37054,SA28,4.29,0,PGA,scaffold18,5296661,60,x,x,x,x,x,x,x,x,x,x,x
consensus_39217,SA28,4.29,16,PGA,scaffold18,45414126,60,x,x,x,x,x,x,x,x,x,x,x
consensus_17991,SA28,4.61,0,PGA,scaffold18,33196064,60,x,x,x,x,x,x,x,x,x,x,x
consensus_48664,SA28,4.61,16,PGA,scaffold18,12662581,60,x,x,x,x,x,x,x,x,x,x,x
consensus_24232,SA28,4.61,16,PGA,scaffold18,34116015,60,x,x,x,x,x,x,x,x,x,x,x
consensus_43975,SA28,5.6,0,PGA,scaffold26,46282686,60,x,x,x,x,x,x,x,x,x,x,x
consensus_21233,SA28,5.6,0,PGA,scaffold18,46377732,60,x,x,x,x,x,x,x,x,x,x,x
consensus_36459,SA28,5.6,16,PGA,scaffold18,42515019,60,x,x,x,x,x,x,x,x,x,x,x
consensus_71501,SA28,5.92,16,PGA,scaffold18,45420354,60,x,x,x,x,x,x,x,x,x,x,x
consensus_44839,SA28,5.92,16,PGA,scaffold18,33078434,41,x,x,x,x,x,x,x,x,x,x,x
consensus_18100,SA28,6.58,16,PGA,scaffold18,32699158,60,x,x,x,x,x,x,x,x,x,x,x
consensus_56129,SA28,6.9,0,PGA,scaffold18,35271804,60,x,x,x,x,x,x,x,x,x,x,x
consensus_52425,SA28,6.9,0,PGA,scaffold18,32472598,60,x,x,x,x,x,x,x,x,x,x,x
consensus_33436,SA28,6.9,16,PGA,scaffold18,32388994,60,x,x,x,x,x,x,x,x,x,x,x
consensus_10083,SA28,7.56,0,PGA,scaffold18,11883209,37,x,x,x,x,x,x,x,x,x,x,x
consensus_31523,SA28,7.56,16,PGA,scaffold18,36012816,60,x,x,x,x,x,x,x,x,x,x,x
consensus_37719,SA28,7.56,0,PGA,scaffold18,42545317,60,x,x,x,x,x,x,x,x,x,x,x
consensus_34241,SA28,7.56,16,PGA,scaffold18,40032986,60,x,x,x,x,x,x,x,x,x,x,x
consensus_21383,SA28,7.56,16,PGA,scaffold18,36130139,60,x,x,x,x,x,x,x,x,x,x,x
consensus_46124,SA28,7.56,0,PGA,scaffold18,32472512,60,x,x,x,x,x,x,x,x,x,x,x
consensus_35003,SA28,10.22,16,PGA,scaffold18,33969481,60,x,x,x,x,x,x,x,x,x,x,x
consensus_12849,SA28,10.22,0,PGA,scaffold18,31492908,36,x,x,x,x,x,x,x,x,x,x,x
consensus_46971,SA28,12.21,16,PGA,scaffold18,35271890,60,x,x,x,x,x,x,x,x,x,x,x
consensus_6414,SA28,12.21,16,PGA,scaffold18,30301700,60,x,x,x,x,x,x,x,x,x,x,x
consensus_35615,SA28,17.3,16,PGA,scaffold18,28853948,60,x,x,x,x,x,x,x,x,x,x,x
consensus_67177,SA28,17.96,16,PGA,scaffold18,28853862,60,x,x,x,x,x,x,x,x,x,x,x
consensus_32184,SA28,17.96,0,PGA,scaffold18,29940948,60,x,x,x,x,x,x,x,x,x,x,x
consensus_28545,SA28,17.96,16,PGA,scaffold18,38757696,60,x,x,x,x,x,x,x,x,x,x,x
consensus_34970,SA28,17.96,16,PGA,scaffold18,41562814,60,x,x,x,x,x,x,x,x,x,x,x
consensus_29836,SA28,17.96,0,PGA,scaffold18,5194462,60,x,x,x,x,x,x,x,x,x,x,x
consensus_23926,SA28,17.96,16,PGA,scaffold18,39846928,60,x,x,x,x,x,x,x,x,x,x,x
consensus_62155,SA28,17.96,16,PGA,scaffold18,28976580,60,x,x,x,x,x,x,x,x,x,x,x
consensus_67280,SA28,18.28,16,PGA,scaffold18,18790212,37,x,x,x,x,x,x,x,x,x,x,x
consensus_24841,SA28,18.61,16,PGA,scaffold18,39326913,60,x,x,x,x,x,x,x,x,x,x,x
consensus_4516,SA28,18.93,16,PGA,scaffold18,27628206,60,x,x,x,x,x,x,x,x,x,x,x
consensus_61879,SA28,18.93,16,PGA,scaffold18,28591764,59,x,x,x,x,x,x,x,x,x,x,x
consensus_55049,SA28,18.93,16,PGA,scaffold18,28784921,60,x,x,x,x,x,x,x,x,x,x,x
consensus_27980,SA28,20.25,16,PGA,scaffold18,28407293,60,x,x,x,x,x,x,x,x,x,x,x
consensus_31580,SA28,20.25,16,PGA,scaffold18,28367788,60,x,x,x,x,x,x,x,x,x,x,x
consensus_28986,SA28,20.25,0,PGA,scaffold18,46598256,60,x,x,x,x,x,x,x,x,x,x,x
consensus_38517,SA28,20.25,16,PGA,scaffold18,45420440,60,x,x,x,x,x,x,x,x,x,x,x
consensus_4007,SA28,20.57,16,PGA,scaffold18,28407207,60,x,x,x,x,x,x,x,x,x,x,x
consensus_25784,SA28,21.23,16,PGA,scaffold18,28070126,60,x,x,x,x,x,x,x,x,x,x,x
consensus_39417,SA28,23.9,0,PGA,scaffold18,25955501,60,x,x,x,x,x,x,x,x,x,x,x
consensus_13997,SA28,24.55,16,PGA,scaffold18,26192753,60,x,x,x,x,x,x,x,x,x,x,x
consensus_28684,SA28,24.88,0,PGA,scaffold18,25110294,60,x,x,x,x,x,x,x,x,x,x,x
consensus_14092,SA28,25.53,0,PGA,scaffold18,23516191,60,x,x,x,x,x,x,x,x,x,x,x
consensus_8315,SA28,25.85,16,PGA,scaffold18,45452962,60,x,x,x,x,x,x,x,x,x,x,x
consensus_659,SA28,26.18,16,PGA,scaffold18,44086439,60,x,x,x,x,x,x,x,x,x,x,x
consensus_31518,SA28,26.18,16,PGA,scaffold18,45393624,60,x,x,x,x,x,x,x,x,x,x,x
consensus_50625,SA28,26.83,0,PGA,scaffold18,45367476,60,x,x,x,x,x,x,x,x,x,x,x
consensus_7280,SA28,26.83,0,PGA,scaffold18,28784835,60,x,x,x,x,x,x,x,x,x,x,x
consensus_50302,SA28,26.83,0,PGA,scaffold18,46728830,60,x,x,x,x,x,x,x,x,x,x,x
consensus_40932,SA28,27.49,0,PGA,scaffold18,45663900,60,x,x,x,x,x,x,x,x,x,x,x
consensus_37426,SA28,27.81,0,PGA,scaffold18,42878592,60,x,x,x,x,x,x,x,x,x,x,x
consensus_44380,SA28,28.14,0,PGA,scaffold26,46282600,60,x,x,x,x,x,x,x,x,x,x,x
consensus_25450,SA28,28.14,16,PGA,scaffold18,42316719,60,x,x,x,x,x,x,x,x,x,x,x
consensus_13251,SA28,31.82,16,PGA,scaffold18,13479526,60,x,x,x,x,x,x,x,x,x,x,x
consensus_47162,SA28,31.82,16,PGA,scaffold18,14176880,41,x,x,x,x,x,x,x,x,x,x,x
consensus_11122,SA28,32.8,0,PGA,scaffold18,50426773,60,x,x,x,x,x,x,x,x,x,x,x
consensus_27354,SA28,32.8,0,PGA,scaffold18,53934619,60,x,x,x,x,x,x,x,x,x,x,x
consensus_60099,SA28,33.46,16,PGA,scaffold18,5327922,60,x,x,x,x,x,x,x,x,x,x,x
consensus_41022,SA28,33.46,0,PGA,scaffold18,2551392,56,x,x,x,x,x,x,x,x,x,x,x
consensus_2549,SA28,34.77,16,PGA,scaffold18,44943262,60,x,x,x,x,x,x,x,x,x,x,x
consensus_30102,SA28,35.42,16,PGA,scaffold18,8927227,60,x,x,x,x,x,x,x,x,x,x,x
consensus_24038,SA28,35.42,16,PGA,scaffold18,3565706,60,x,x,x,x,x,x,x,x,x,x,x
consensus_26095,SA28,35.75,16,PGA,scaffold18,4600957,60,x,x,x,x,x,x,x,x,x,x,x
consensus_7879,SA28,36.73,0,Contig,18788.005133F,3838,60,x,x,x,x,x,x,x,x,x,x,x
consensus_49813,SA28,38.38,16,PGA,scaffold18,2741042,60,x,x,x,x,x,x,x,x,x,x,x
consensus_40092,SA28,39.03,0,PGA,scaffold18,1625766,60,x,x,x,x,x,x,x,x,x,x,x
consensus_72261,SA28,39.03,0,PGA,scaffold18,10873099,38,x,x,x,x,x,x,x,x,x,x,x
consensus_29816,SA28,39.36,0,PGA,scaffold18,49097801,60,x,x,x,x,x,x,x,x,x,x,x
consensus_23473,SA28,39.36,0,PGA,scaffold18,2063417,60,x,x,x,x,x,x,x,x,x,x,x
consensus_771,SA28,40.01,0,PGA,scaffold18,989198,60,x,x,x,x,x,x,x,x,x,x,x
consensus_34669,SA28,41.32,16,PGA,scaffold18,54259347,60,x,x,x,x,x,x,x,x,x,x,x
consensus_34568,SA28,41.32,16,PGA,scaffold18,48153395,60,x,x,x,x,x,x,x,x,x,x,x
consensus_44253,SA28,41.32,0,PGA,scaffold18,48127267,60,x,x,x,x,x,x,x,x,x,x,x
consensus_17689,SA28,47.17,0,PGA,scaffold18,53891051,56,x,x,x,x,x,x,x,x,x,x,x
consensus_39438,SA28,53.38,0,PGA,scaffold18,9852039,60,x,x,x,x,x,x,x,x,x,x,x
consensus_42116,SA28,53.71,16,PGA,scaffold18,53934533,60,x,x,x,x,x,x,x,x,x,x,x
consensus_6631,SA28,54.36,0,PGA,scaffold18,52202144,60,x,x,x,x,x,x,x,x,x,x,x
consensus_52417,SA28,59.05,0,PGA,scaffold18,52310835,60,x,x,x,x,x,x,x,x,x,x,x
consensus_35424,SA29,0,0,PGA,scaffold4,82546871,60,x,x,x,x,x,x,x,x,x,x,x
consensus_70388,SA29,2.97,16,PGA,scaffold4,84280152,54,x,x,x,x,x,x,x,x,x,x,x
consensus_25529,SA29,3.62,0,PGA,scaffold4,60533569,40,x,x,x,x,x,x,x,x,x,x,x
consensus_5202,SA29,4.27,16,PGA,scaffold4,80876569,60,x,x,x,x,x,x,x,x,x,x,x
consensus_3528,SA29,4.6,16,PGA,scaffold4,18295392,60,x,x,x,x,x,x,x,x,x,x,x
consensus_3831,SA29,4.92,16,PGA,scaffold4,80424506,60,x,x,x,x,x,x,x,x,x,x,x
consensus_19330,SA29,4.92,0,PGA,scaffold4,83752383,60,x,x,x,x,x,x,x,x,x,x,x
consensus_17258,SA29,5.25,16,PGA,scaffold4,73638819,60,x,x,x,x,x,x,x,x,x,x,x
consensus_33660,SA29,5.25,0,PGA,scaffold4,80257783,60,x,x,x,x,x,x,x,x,x,x,x
consensus_34116,SA29,5.58,16,PGA,scaffold4,79968633,60,x,x,x,x,x,x,x,x,x,x,x
consensus_13013,SA29,5.9,16,PGA,scaffold4,80796214,60,x,x,x,x,x,x,x,x,x,x,x
consensus_30236,SA29,5.9,16,PGA,scaffold4,83709748,60,x,x,x,x,x,x,x,x,x,x,x
consensus_11100,SA29,5.9,16,PGA,scaffold4,79968719,60,x,x,x,x,x,x,x,x,x,x,x
consensus_42997,SA29,7.22,16,PGA,scaffold4,71000594,60,x,x,x,x,x,x,x,x,x,x,x
consensus_6218,SA29,7.22,16,PGA,scaffold4,83769120,60,x,x,x,x,x,x,x,x,x,x,x
consensus_28384,SA29,7.22,16,PGA,scaffold4,69969943,60,x,x,x,x,x,x,x,x,x,x,x
consensus_28449,SA29,7.22,16,PGA,scaffold4,74277340,60,x,x,x,x,x,x,x,x,x,x,x
consensus_27935,SA29,7.22,16,PGA,scaffold4,67155471,60,x,x,x,x,x,x,x,x,x,x,x
consensus_17057,SA29,7.22,16,PGA,scaffold4,79909788,60,x,x,x,x,x,x,x,x,x,x,x
consensus_44787,SA29,7.54,16,PGA,scaffold4,80821287,31,x,x,x,x,x,x,x,x,x,x,x
consensus_33617,SA29,7.54,16,PGA,scaffold4,74277254,60,x,x,x,x,x,x,x,x,x,x,x
consensus_43304,SA29,7.54,16,PGA,scaffold4,77563866,60,x,x,x,x,x,x,x,x,x,x,x
consensus_478,SA29,7.54,0,PGA,scaffold4,78143881,60,x,x,x,x,x,x,x,x,x,x,x
consensus_53484,SA29,7.87,16,PGA,scaffold4,72323773,41,x,x,x,x,x,x,x,x,x,x,x
consensus_48738,SA29,7.87,16,PGA,scaffold4,77841031,60,x,x,x,x,x,x,x,x,x,x,x
consensus_7240,SA29,9.19,16,PGA,scaffold4,77211232,60,x,x,x,x,x,x,x,x,x,x,x
consensus_21282,SA29,9.51,16,PGA,scaffold4,77190302,60,x,x,x,x,x,x,x,x,x,x,x
consensus_15054,SA29,10.16,16,PGA,scaffold4,77305204,54,x,x,x,x,x,x,x,x,x,x,x
consensus_43151,SA29,15.65,0,PGA,scaffold4,75509668,60,x,x,x,x,x,x,x,x,x,x,x
consensus_26595,SA29,17.3,16,PGA,scaffold4,74770144,60,x,x,x,x,x,x,x,x,x,x,x
consensus_28004,SA29,18.62,16,PGA,scaffold4,73226360,60,x,x,x,x,x,x,x,x,x,x,x
consensus_66893,SA29,18.94,0,PGA,scaffold4,71775335,60,x,x,x,x,x,x,x,x,x,x,x
consensus_43252,SA29,20.93,0,PGA,scaffold4,71233608,60,x,x,x,x,x,x,x,x,x,x,x
consensus_56370,SA29,22.9,16,PGA,scaffold4,69375069,56,x,x,x,x,x,x,x,x,x,x,x
consensus_14417,SA29,23.22,16,PGA,scaffold4,69325946,60,x,x,x,x,x,x,x,x,x,x,x
consensus_18504,SA29,23.55,0,PGA,scaffold4,2425086,60,x,x,x,x,x,x,x,x,x,x,x
consensus_30281,SA29,23.55,0,PGA,scaffold4,59449165,60,x,x,x,x,x,x,x,x,x,x,x
consensus_29743,SA29,23.55,16,PGA,scaffold4,62592829,60,x,x,x,x,x,x,x,x,x,x,x
consensus_11857,SA29,23.55,16,PGA,scaffold4,59511776,60,x,x,x,x,x,x,x,x,x,x,x
consensus_23811,SA29,23.55,16,PGA,scaffold4,65701629,60,x,x,x,x,x,x,x,x,x,x,x
consensus_22102,SA29,23.55,16,PGA,scaffold4,69313792,60,x,x,x,x,x,x,x,x,x,x,x
consensus_13459,SA29,24.86,0,PGA,scaffold4,68099110,60,x,x,x,x,x,x,x,x,x,x,x
consensus_48287,SA29,24.86,16,PGA,scaffold4,68673377,60,x,x,x,x,x,x,x,x,x,x,x
consensus_68505,SA29,24.86,16,PGA,scaffold4,67827030,60,x,x,x,x,x,x,x,x,x,x,x
consensus_29823,SA29,25.18,0,PGA,scaffold4,66748646,60,x,x,x,x,x,x,x,x,x,x,x
consensus_41124,SA29,25.18,16,PGA,scaffold4,66033868,60,x,x,x,x,x,x,x,x,x,x,x
consensus_4739,SA29,25.84,16,PGA,scaffold4,65853308,60,x,x,x,x,x,x,x,x,x,x,x
consensus_8220,SA29,26.49,16,PGA,scaffold4,64900912,60,x,x,x,x,x,x,x,x,x,x,x
consensus_3218,SA29,26.49,16,PGA,scaffold4,64900998,60,x,x,x,x,x,x,x,x,x,x,x
consensus_53234,SA29,28.46,16,PGA,scaffold4,62959559,60,x,x,x,x,x,x,x,x,x,x,x
consensus_72631,SA29,28.46,0,PGA,scaffold4,60428245,60,x,x,x,x,x,x,x,x,x,x,x
consensus_22796,SA29,28.78,16,PGA,scaffold4,22766372,60,x,x,x,x,x,x,x,x,x,x,x
consensus_49942,SA29,29.11,16,PGA,scaffold4,62710841,60,x,x,x,x,x,x,x,x,x,x,x
